index	prompt	ideal_response	assignment
66	"For the genus species Aquificales sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: nan, trophic mechanism: Auto, reported substrate: Hydrogen, oxygen, carbon dioxide, ammonia, substrate class: Waste gas, CO2	train
67	"For the genus species Arthrospira maxima, please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 60 to 71, trophic mechanism: Auto, reported substrate: CO2 + C rich water, substrate class: Waste gas, CO2	train
69	"For the genus species Chlamydomonas sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: nan, trophic mechanism: Auto (Algae), reported substrate: CO2 (photosynthesis), acetate+light , substrate class: Waste gas, CO2	train
70	"For the genus species Chlorella pyrenoidosa , please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 45 to 67, trophic mechanism: Auto (Algae), reported substrate: CO2 + C rich water, substrate class: Waste gas, CO2	train
71	"For the genus species Chlorella pyrenoidosa , please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: nan, trophic mechanism: Auto (Algae), reported substrate: CO2 (photosynthesis), substrate class: Waste gas, CO2	train
72	"For the genus species Chlorella sorokiniana, please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 46 to 65, trophic mechanism: Auto (Algae), reported substrate: CO2 + C rich water, substrate class: Waste gas, CO2	train
73	"For the genus species Chlorella sorokiniana, please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: nan, trophic mechanism: Auto (Algae), reported substrate: CO2 (photosynthesis), substrate class: Waste gas, CO2	train
75	"For the genus species Chlorella vulgaris, please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 42 to 55, trophic mechanism: Auto (Algae), reported substrate: CO2 + C rich water, substrate class: Waste gas, CO2	train
76	"For the genus species Chlorobium sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: nan, trophic mechanism: Auto, reported substrate: CO2 (photolithotrophic oxidizer of sulphur), substrate class: Waste gas, CO2	train
77	"For the genus species Chondrus crispus, please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: nan, trophic mechanism: Auto (Algae), reported substrate: CO2 (photosynthesis), substrate class: Waste gas, CO2	train
78	"For the genus species Desmodesmus sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 60 to 70, trophic mechanism: Auto (Algae), reported substrate: CO2 + C rich water, substrate class: Waste gas, CO2	test
79	"For the genus species Euglena gracilis, please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 50 to 70, trophic mechanism: Auto (Algae), reported substrate: CO2 + C rich water, substrate class: Waste gas, CO2	train
80	"For the genus species Nostoc sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: nan, trophic mechanism: Auto, reported substrate: CO2 (photosynthesis), substrate class: Waste gas, CO2	val
81	"For the genus species Porphyridium sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: nan, trophic mechanism: Auto (Red algae), reported substrate: CO2 (photosynthesis), substrate class: Waste gas, CO2	test
82	"For the genus species Scenedesmus obliquus , please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 30 to 50 , trophic mechanism: Auto (Algae), reported substrate: CO2 + C rich water, substrate class: Waste gas, CO2	train
83	"For the genus species Scenedesmus sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: nan, trophic mechanism: Auto (Algae), reported substrate: CO2 (photosynthesis), substrate class: Waste gas, CO2	train
85	"For the genus species Spirulina sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 55 to 70, trophic mechanism: Auto, reported substrate: CO2 (photosynthesis), substrate class: Waste gas, CO2	train
86	"For the genus species Aneurinibacillus sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 67 to 73, trophic mechanism: Hetero, reported substrate: methane, substrate class: Waste gas, methane	train
87	"For the genus species Brevibacillus agri, please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 67 to 73, trophic mechanism: Hetero, reported substrate: methane, substrate class: Waste gas, methane	train
88	"For the genus species Methylococcus capsulatus , please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 67 to 73, trophic mechanism: Hetero, reported substrate: methane, substrate class: Waste gas, methane	train
89	"For the genus species Methylomonas sp. , please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 69, trophic mechanism: Hetero, reported substrate: methane salt broth, substrate class: Waste gas, methane	test
90	"For the genus species Ralstonia sp., please find the reported protein % dry mass, trophic mechanism, reported substrate and substrate class, from the following paper(s).

Please give your answer in a concise ""reported protein % dry mass: [answer], trophic mechanism: [answer], reported substrate: [answer], substrate class: [answer]"" format.

If the information cannot be found, then please respond with: ""The literature provided does not contain the requested information, for the microbial species specified.""

Find the information from the PDF text of the following paper(s):

(Content of paper redacted, as it may be private. Please find paper according to supplementary materials of Piercy et al. (2023), if you wish to build this prompt.)"	Protein % dry mass: 67 to 73, trophic mechanism: Hetero, reported substrate: methane, substrate class: Waste gas, methane	train
